MarketID,eq_price,eq_quantity,optimalconsumersurplus,optimalproducersurplus,optimal_surplus,Number_players,default,mean_experience_robot,mean_experience_nonrobot,Quantity,ConsumerSurplus,ProducerSurplus,surplus,efficiency
1287008,126,24,300,552,852,20,0,0.45,4.4,20,405,318,723,0.848591549
1287008,126,24,300,552,852,20,0,0.45,5.4,22,184,604,788,0.924882629
1287009,126,24,300,552,852,20,0,0.55,3.8,21,558,237,795,0.933098592
1287009,126,24,300,552,852,20,0,0.55,4.8,23,478,285,763,0.895539906
1287010,126,24,300,552,852,20,0,0.7,3.95,24,695,115,810,0.950704225
1287010,126,24,300,552,852,20,0,0.7,4.95,23,473,336,809,0.949530516
1287011,126,24,300,552,852,20,0,0.55,4.2,26,449,377,826,0.969483568
1287011,126,24,300,552,852,20,0,0.55,5.2,24,363,437,800,0.938967136
1287012,126,24,300,552,852,20,0,0.8,3.85,23,779,-23,756,0.887323944
1287012,126,24,300,552,852,20,0,0.8,4.85,22,786,-32,754,0.884976526
1288001,118,9,144,216,360,8,0,0.0,0.0,7,79,241,320,0.888888889
1288001,118,9,144,216,360,8,0,0.0,1.0,9,214,112,326,0.905555556
1288002,118,9,144,216,360,8,0,0.0,0.0,9,235,65,300,0.833333333
1288002,118,9,144,216,360,8,0,0.0,1.0,9,162,138,300,0.833333333
1288003,118,9,144,216,360,8,0,0.0,0.0,11,51,265,316,0.877777778
1288003,118,9,144,216,360,8,0,0.0,1.0,12,-11,311,300,0.833333333
1289001,110,13,234,390,624,10,0,0.0,3.0,10,119,388,507,0.8125
1289002,110,13,234,390,624,10,0,0.5,2.5,12,-14,591,577,0.924679487
1289003,110,13,234,390,624,10,0,0.0,3.0,10,248,309,557,0.892628205
1289004,110,13,234,390,624,10,0,0.0,3.0,11,324,246,570,0.913461538
1289005,110,13,234,390,624,10,0,0.5,2.5,13,386,227,613,0.982371795
1289006,110,13,234,390,624,10,0,2.1,0.9,13,-12,613,601,0.963141026
1292001,133,9,198,153,351,12,0,2.9166667,6.3333335,9,217,122,339,0.965811966
1292001,133,9,198,153,351,12,0,2.9166667,7.3333335,8,198,150,348,0.991452991
1293001,107,4,100,126,226,10,0,0.0,9.3,3,108,81,189,0.836283186
1293001,107,4,100,126,226,10,0,0.0,10.3,4,106,108,214,0.946902655
1293002,102,2,84,87,171,5,0,0.0,12.0,2,61,93,154,0.900584795
1293002,102,2,84,87,171,5,0,0.0,13.0,2,76,95,171,1.0
1296001,112,13,260,416,676,10,1,0.0,0.9,11,311,285,596,0.881656805
1296002,112,13,260,416,676,10,1,0.0,0.7,12,90,576,666,0.985207101
1299001,116,17,306,578,884,12,0,0.0,3.0,7,267,191,458,0.518099548
1299001,116,17,306,578,884,12,0,0.0,4.0,10,469,177,646,0.730769231
1299001,116,17,306,578,884,12,0,0.0,5.0,7,260,214,474,0.536199095
1299002,113,6,144,222,366,4,0,0.0,0.0,2,63,121,184,0.50273224
1300001,107,8,176,232,408,6,0,1.1666666,11.166667,4,82,162,244,0.598039216
1300001,107,8,176,232,408,6,0,1.1666666,12.166667,6,113,245,358,0.87745098
1300001,107,8,176,232,408,6,0,1.1666666,13.166667,8,127,281,408,1.0
1300002,107,8,176,232,408,6,0,1.0,11.333333,8,157,235,392,0.960784314
1300002,107,8,176,232,408,6,0,1.0,12.333333,3,113,97,210,0.514705882
1300002,107,8,176,232,408,6,0,1.0,13.333333,4,56,196,252,0.617647059
1300003,107,8,176,232,408,6,0,0.5,12.0,6,80,238,318,0.779411765
1300003,107,8,176,232,408,6,0,0.5,13.0,6,105,207,312,0.764705882
1300003,107,8,176,232,408,6,0,0.5,14.0,8,117,291,408,1.0
1300004,107,8,176,232,408,6,0,0.0,11.833333,7,185,221,406,0.995098039
1300004,107,8,176,232,408,6,0,0.0,12.833333,6,164,180,344,0.843137255
1300004,107,8,176,232,408,6,0,0.0,13.833333,5,133,143,276,0.676470588
1300005,107,8,176,232,408,6,0,0.5,11.666667,8,286,122,408,1.0
1300005,107,8,176,232,408,6,0,0.5,12.666667,9,219,177,396,0.970588235
1300005,107,8,176,232,408,6,0,0.5,13.666667,7,244,138,382,0.93627451
1300006,107,8,176,232,408,6,0,0.0,12.5,7,-3,393,390,0.955882353
1300006,107,8,176,232,408,6,0,0.0,13.5,6,174,136,310,0.759803922
1300006,107,8,176,232,408,6,0,0.0,14.5,6,190,128,318,0.779411765
1300007,107,8,176,232,408,6,0,0.0,11.833333,9,171,225,396,0.970588235
1300007,107,8,176,232,408,6,0,0.0,12.833333,6,166,136,302,0.740196078
1300007,107,8,176,232,408,6,0,0.0,13.833333,8,196,204,400,0.980392157
1300008,107,8,176,232,408,6,0,0.5,12.333333,8,52,356,408,1.0
1300008,107,8,176,232,408,6,0,0.5,13.333333,6,88,234,322,0.789215686
1300008,107,8,176,232,408,6,0,0.5,14.333333,4,158,78,236,0.578431373
1302004,505,13,3237,3237,6474,10,0,0.4,0.6,8,2340,2013,4353,0.672381835
1302004,505,13,3237,3237,6474,10,0,0.4,1.6,11,461,4935,5396,0.833487797
1302004,505,13,3237,3237,6474,10,0,0.4,2.6,10,80,4121,4201,0.648903306
1302004,505,13,3237,3237,6474,10,0,0.4,3.6,11,2107,1649,3756,0.580166821
1302004,505,13,3237,3237,6474,10,0,0.4,4.6,6,961,3175,4136,0.638863145
1302004,505,13,3237,3237,6474,10,0,0.4,5.6,10,1963,2853,4816,0.743898672
1302005,505,3,870,870,1740,2,0,0.0,0.0,1,218,772,990,0.568965517
1302005,505,3,870,870,1740,2,0,0.0,1.0,2,1031,539,1570,0.902298851
1303001,662,10,2380,1245,3625,34,0,0.0,9.764706,12,1494,1656,3150,0.868965517
1304001,112,13,260,416,676,10,1,0.0,2.8,12,-20,621,601,0.889053254
1304002,112,13,260,416,676,10,1,0.0,3.0,12,284,323,607,0.897928994
1304003,112,13,260,416,676,10,1,0.0,3.2,12,212,386,598,0.884615385
1304004,112,13,260,416,676,10,1,0.0,3.3,11,314,289,603,0.892011834
1304005,112,13,260,416,676,10,1,0.0,1.9,9,-326,809,483,0.714497041
1306001,96,10,155,235,390,10,0,0.2,0.8,14,41,263,304,0.779487179
1306001,96,10,155,235,390,10,0,0.4,3.6,9,74,260,334,0.856410256
1306002,96,10,155,235,390,10,0,0.2,0.8,9,205,170,375,0.961538462
1306002,96,10,155,235,390,10,0,0.6,3.4,9,114,195,309,0.792307692
1308001,110,21,420,630,1050,16,0,0.0,0.9375,21,494,548,1042,0.992380952
1308002,110,21,420,630,1050,16,0,0.0,1.0,18,561,378,939,0.894285714
1308003,110,21,420,630,1050,16,0,0.0,1.0,24,276,744,1020,0.971428571
1308004,110,21,420,630,1050,16,0,0.0,1.0,23,398,619,1017,0.968571429
1308005,110,21,420,630,1050,16,0,0.0625,1.25,18,129,729,858,0.817142857
1308006,110,21,420,630,1050,16,0,0.0625,0.9375,19,337,573,910,0.866666667
1308007,110,21,420,630,1050,16,0,0.25,0.75,19,653,246,899,0.856190476
1310001,115,6,150,210,360,13,0,0.0,0.0,4,171,77,248,0.688888889
1310001,117,7,147,231,378,14,0,0.0,0.9285714,5,150,128,278,0.735449735
1310001,117,7,147,231,378,14,0,0.0,1.9285715,5,140,142,282,0.746031746
1310001,117,7,147,231,378,14,0,0.0,2.9285715,5,119,171,290,0.767195767
1311001,112,13,260,416,676,10,1,0.0,2.4,8,-149,614,465,0.687869822
1311001,112,13,260,416,676,10,1,0.0,3.4,11,-3,585,582,0.860946746
1311001,112,13,260,416,676,10,1,0.0,4.4,10,-88,587,499,0.73816568
1311002,112,13,260,416,676,10,1,0.4,2.3,9,277,307,584,0.863905325
1311002,112,13,260,416,676,10,1,0.4,3.3,11,334,302,636,0.940828402
1311002,112,13,260,416,676,10,1,0.4,4.3,11,393,216,609,0.900887574
1311003,112,13,260,416,676,10,1,0.3,2.1,10,-197,731,534,0.789940828
1311003,112,13,260,416,676,10,1,0.3,3.1,9,118,408,526,0.778106509
1311003,112,13,260,416,676,10,1,0.3,4.1,11,179,417,596,0.881656805
1311004,112,13,260,416,676,10,1,0.0,2.7,10,244,358,602,0.890532544
1311004,112,13,260,416,676,10,1,0.0,3.7,11,456,198,654,0.967455621
1311004,112,13,260,416,676,10,1,0.0,4.7,11,557,65,622,0.920118343
1312001,116,17,306,578,884,12,0,0.75,4.25,14,285,461,746,0.843891403
1312002,116,17,306,578,884,12,0,1.8333334,3.1666667,17,424,444,868,0.981900452
1314001,78,13,312,156,468,10,0,0.1,9.0,10,270,144,414,0.884615385
1314001,78,13,312,156,468,10,0,0.1,10.0,11,366,64,430,0.918803419
1314002,78,13,312,156,468,10,0,1.0,6.6,12,-856,1276,420,0.897435897
1314002,78,13,312,156,468,10,0,1.0,7.6,10,-167,567,400,0.854700855
1314003,78,13,312,156,468,10,0,0.7,7.8,14,282,164,446,0.952991453
1314003,78,13,312,156,468,10,0,0.7,8.8,12,341,105,446,0.952991453
1315001,105,12,276,330,606,9,0,0.0,1.0,8,295,166,461,0.760726073
1315002,105,12,276,330,606,9,0,0.0,1.0,12,407,169,576,0.95049505
1316001,130,15,795,675,1470,10,0,2.1,6.9,13,595,760,1355,0.921768707
1316002,130,15,795,675,1470,10,0,2.7,6.3,13,889,451,1340,0.911564626
1316003,130,15,795,675,1470,10,0,2.2,6.8,14,841,592,1433,0.974829932
1316004,130,15,795,675,1470,10,0,1.9,6.5,14,869,564,1433,0.974829932
1316005,130,15,795,675,1470,10,0,1.7,6.7,13,456,901,1357,0.923129252
1318001,98,15,353,335,688,31,0,0.0,0.0,15,856,-168,688,1.0
1319001,113,28,658,1008,1666,28,0,0.0,2.607143,22,1184,222,1406,0.843937575
1320001,112,13,260,416,676,10,1,0.4,3.6,11,77,565,642,0.949704142
1320002,112,13,260,416,676,10,1,0.4,3.6,10,131,426,557,0.823964497
1320003,112,13,260,416,676,10,1,0.8,3.5,12,272,330,602,0.890532544
1320004,112,13,260,416,676,10,1,0.4,3.6,11,473,141,614,0.908284024
1321001,112,13,260,416,676,10,1,0.6,1.3,12,437,154,591,0.874260355
1321002,112,13,260,416,676,10,1,1.0,1.0,12,377,259,636,0.940828402
1321003,112,13,260,416,676,10,1,1.0,1.0,14,-26,680,654,0.967455621
1321004,112,13,260,416,676,10,1,0.4,1.3,14,524,140,664,0.982248521
1321005,112,13,260,416,676,10,1,0.2,1.6,12,481,154,635,0.939349112
1321006,112,13,260,416,676,10,1,0.6,1.4,15,521,139,660,0.976331361
1321007,112,13,260,416,676,10,1,0.2,1.7,14,100,555,655,0.968934911
1322001,211,23,1035,1288,2323,16,0,0.6875,1.8125,21,1566,640,2206,0.949634094
1322001,211,23,1035,1288,2323,16,0,0.6875,2.8125,21,1717,500,2217,0.95436935
1322001,211,23,1035,1288,2323,16,0,0.6875,3.8125,20,995,1089,2084,0.897115799
1322002,211,23,1035,1288,2323,16,0,0.4375,2.3125,14,1363,319,1682,0.724063711
1322002,211,23,1035,1288,2323,16,0,0.4375,3.3125,18,1319,648,1967,0.846749892
1322002,211,23,1035,1288,2323,16,0,0.4375,4.3125,19,1349,771,2120,0.912613
1322003,211,23,1035,1288,2323,16,0,0.6875,2.25,18,760,1230,1990,0.856650882
1322003,211,23,1035,1288,2323,16,0,0.6875,3.25,19,691,1198,1889,0.813172622
1322003,211,23,1035,1288,2323,16,0,0.6875,4.25,21,1083,1028,2111,0.9087387
1323001,114,30,645,1050,1695,20,0,0.0,0.9,27,330,1228,1558,0.919174041
1323002,114,30,645,1050,1695,20,0,0.0,1.0,24,862,653,1515,0.89380531
1323003,114,30,645,1050,1695,20,0,0.0,0.9,29,580,1096,1676,0.98879056
1323004,114,30,645,1050,1695,20,0,0.0,0.85,23,14,1487,1501,0.885545723
1323005,114,30,645,1050,1695,20,0,0.0,0.95,25,1012,535,1547,0.912684366
1326001,110,13,390,390,780,10,0,0.0,2.0,13,129,611,740,0.948717949
1326002,110,13,390,390,780,10,0,0.0,2.0,14,458,302,760,0.974358974
1326003,110,13,390,390,780,10,0,0.0,2.0,11,289,386,675,0.865384615
1326004,110,13,390,390,780,10,0,0.0,2.0,11,686,-71,615,0.788461538
1326005,110,13,390,390,780,10,0,0.0,2.0,10,243,397,640,0.820512821
1326006,110,13,390,390,780,10,0,0.0,2.0,14,280,465,745,0.955128205
1326007,110,13,390,390,780,10,0,0.0,2.0,10,309,411,720,0.923076923
1326008,110,13,390,390,780,10,0,0.0,2.0,9,327,273,600,0.769230769
1326009,110,13,390,390,780,10,0,0.0,2.0,9,367,313,680,0.871794872
1326010,110,13,390,390,780,10,0,0.0,1.9,12,377,278,655,0.83974359
1326011,110,13,390,390,780,10,0,0.0,2.0,9,314,296,610,0.782051282
1326012,110,13,390,390,780,10,0,0.0,2.0,8,282,298,580,0.743589744
1326013,110,13,390,390,780,10,0,0.0,2.0,12,209,496,705,0.903846154
1326014,110,13,390,390,780,10,0,0.0,2.0,15,433,317,750,0.961538462
1326015,110,13,390,390,780,10,0,0.0,2.0,10,259,411,670,0.858974359
1326016,110,13,390,390,780,10,0,0.0,1.9,14,344,421,765,0.980769231
1326017,110,13,390,390,780,10,0,0.0,2.0,13,-97,842,745,0.955128205
1326018,110,13,390,390,780,10,0,0.0,2.0,12,340,405,745,0.955128205
1326019,110,13,390,390,780,10,0,0.0,2.0,12,525,240,765,0.980769231
1326020,110,13,390,390,780,10,0,0.0,2.0,9,242,343,585,0.75
1326021,110,13,390,390,780,10,0,0.0,2.0,12,58,702,760,0.974358974
1326022,110,13,390,390,780,10,0,0.0,1.9,15,-973,1723,750,0.961538462
1326023,110,13,390,390,780,10,0,0.0,2.0,9,659,-119,540,0.692307692
1326024,110,13,390,390,780,10,0,0.0,1.8,12,459,246,705,0.903846154
1326025,110,9,270,270,540,6,0,0.0,1.8333334,4,284,76,360,0.666666667
1327001,112,13,260,416,676,10,1,0.0,0.0,10,190,379,569,0.841715976
1328001,550,6,1545,1545,3090,20,0,0.05,0.95,5,1146,967,2113,0.68381877
1328001,550,6,1545,1545,3090,20,0,0.05,1.95,5,1038,998,2036,0.658899676
1328002,550,6,1545,1545,3090,20,0,0.0,1.15,6,583,1660,2243,0.725889968
1328002,550,6,1545,1545,3090,20,0,0.0,2.15,4,960,715,1675,0.542071197
1328003,550,6,1545,1545,3090,20,0,0.0,1.0,8,444,2290,2734,0.884789644
1328003,550,6,1545,1545,3090,20,0,0.0,2.0,6,666,1808,2474,0.800647249
1328004,550,6,1545,1545,3090,20,0,0.0,1.0,7,1458,1223,2681,0.86763754
1328004,550,6,1545,1545,3090,20,0,0.0,2.0,2,376,808,1184,0.383171521
1328005,550,6,1545,1545,3090,20,0,0.0,1.35,6,1070,942,2012,0.651132686
1328005,550,6,1545,1545,3090,20,0,0.0,2.35,6,-149,1930,1781,0.576375405
1328006,550,6,1545,1545,3090,20,0,0.0,1.0,5,1709,1174,2883,0.933009709
1328006,550,6,1545,1545,3090,20,0,0.0,2.0,5,857,1487,2344,0.758576052
1328007,550,6,1545,1545,3090,20,0,0.0,1.1,5,240,1334,1574,0.509385113
1328007,550,6,1545,1545,3090,20,0,0.0,2.1,3,479,1143,1622,0.524919094
1328008,550,6,1545,1545,3090,20,0,0.0,0.95,6,747,2112,2859,0.925242718
1328008,550,6,1545,1545,3090,20,0,0.0,1.95,5,849,1572,2421,0.783495146
1328009,550,6,1545,1545,3090,20,0,0.0,0.95,5,952,2008,2960,0.957928803
1328009,550,6,1545,1545,3090,20,0,0.0,1.95,4,1040,866,1906,0.616828479
1328010,550,6,1545,1545,3090,20,0,0.0,1.15,7,57,2316,2373,0.767961165
1328010,550,6,1545,1545,3090,20,0,0.0,2.15,5,568,1853,2421,0.783495146
1329001,99,39,1170,1134,2304,27,0,0.0,1.0,36,934,1157,2091,0.907552083
1330001,110,13,234,390,624,10,0,0.1,1.9,15,324,276,600,0.961538462
1330002,110,13,234,390,624,10,0,0.1,2.9,12,312,292,604,0.967948718
1330003,110,13,234,390,624,10,0,0.1,1.9,8,59,360,419,0.671474359
1330004,110,13,234,390,624,10,0,0.4,1.6,12,212,370,582,0.932692308
1330006,99,6,183,189,372,5,0,0.2,1.8,6,177,105,282,0.758064516
1332001,108,126,2709,3858,6567,100,0,0.11,0.93,87,-1450,5818,4368,0.665143901
1332002,108,126,2709,3858,6567,100,0,0.15,0.87,88,-2113,6756,4643,0.707019948
1332003,108,126,2709,3858,6567,100,0,0.16,0.88,100,-3371,8137,4766,0.725749962
1332004,108,126,2709,3858,6567,100,0,0.21,0.81,106,-505,5649,5144,0.783310492
1332005,115,105,1889,3445,5334,73,0,0.34246576,0.72602737,81,-1660,6138,4478,0.83952006
1333001,99,15,545,115,660,31,0,0.0,0.9677419,13,856,-243,613,0.928787879
1337001,112,13,260,416,676,10,1,0.0,0.0,14,300,360,660,0.976331361
1337002,112,13,260,416,676,10,1,0.0,0.0,14,458,202,660,0.976331361
1337003,112,13,260,416,676,10,1,0.0,0.0,10,323,212,535,0.791420118
1337004,112,13,260,416,676,10,1,0.0,0.0,13,452,191,643,0.951183432
1337005,112,13,260,416,676,10,1,0.0,0.0,13,223,447,670,0.99112426
1337006,112,13,260,416,676,10,1,0.0,0.0,14,405,267,672,0.99408284
1337007,112,13,260,416,676,10,1,0.0,0.0,11,479,148,627,0.927514793
1337008,112,13,260,416,676,10,1,0.0,0.0,12,450,162,612,0.905325444
1337009,112,13,260,416,676,10,1,0.0,0.0,11,409,219,628,0.928994083
1337010,112,13,260,416,676,10,1,0.0,0.0,14,432,234,666,0.985207101
1337011,112,13,260,416,676,10,1,0.0,0.0,11,141,360,501,0.74112426
1337012,112,13,260,416,676,10,1,0.0,0.0,13,288,355,643,0.951183432
1337013,112,13,260,416,676,10,1,0.0,0.0,13,396,236,632,0.934911243
1337014,112,13,260,416,676,10,1,0.0,0.0,13,253,403,656,0.970414201
1337015,112,13,260,416,676,10,1,0.0,0.0,11,321,305,626,0.926035503
1337016,112,13,260,416,676,10,1,0.0,0.0,9,340,250,590,0.872781065
1337017,112,13,260,416,676,10,1,0.0,0.0,12,469,167,636,0.940828402
1340001,112,13,260,416,676,10,1,1.4,3.6,12,241,426,667,0.986686391
1340002,112,13,260,416,676,10,1,0.7,4.3,14,248,419,667,0.986686391
1341001,112,13,260,416,676,10,1,0.0,0.8,7,125,261,386,0.571005917
1341002,112,13,260,416,676,10,1,0.0,0.8,13,18,632,650,0.961538462
1341003,108,12,270,366,636,9,0,0.0,1.0,9,237,318,555,0.872641509
1342001,96,7,210,266,476,10,0,0.0,0.0,6,119,286,405,0.850840336
1342001,96,7,210,266,476,10,0,0.0,1.0,4,126,173,299,0.628151261
1342001,96,7,210,266,476,10,0,0.0,2.0,6,83,262,345,0.724789916
1342001,96,7,210,266,476,10,0,0.0,3.0,6,74,251,325,0.682773109
1342002,96,7,210,266,476,10,0,0.0,0.0,4,17,277,294,0.617647059
1342002,96,7,210,266,476,10,0,0.0,1.0,5,189,124,313,0.657563025
1342002,96,7,210,266,476,10,0,0.0,2.0,6,57,222,279,0.586134454
1342002,96,7,210,266,476,10,0,0.0,3.0,8,200,216,416,0.87394958
1342003,96,7,210,266,476,10,0,0.0,0.0,7,258,188,446,0.93697479
1342003,96,7,210,266,476,10,0,0.0,1.0,7,162,284,446,0.93697479
1342003,96,7,210,266,476,10,0,0.0,2.0,7,218,247,465,0.976890756
1342003,96,7,210,266,476,10,0,0.0,3.0,8,182,229,411,0.863445378
1342004,96,7,210,266,476,10,0,0.0,0.0,6,148,219,367,0.771008403
1342004,96,7,210,266,476,10,0,0.0,1.0,7,182,261,443,0.930672269
1342004,96,7,210,266,476,10,0,0.0,2.0,5,126,228,354,0.743697479
1342004,96,7,210,266,476,10,0,0.0,3.0,7,181,273,454,0.953781513
1342005,96,7,210,266,476,10,0,0.0,0.0,7,186,241,427,0.897058824
1342005,96,7,210,266,476,10,0,0.0,1.0,7,162,284,446,0.93697479
1342005,96,7,210,266,476,10,0,0.0,2.0,6,348,43,391,0.821428571
1342005,96,7,210,266,476,10,0,0.0,3.0,7,104,310,414,0.869747899
1342006,96,7,210,266,476,10,0,0.0,0.0,6,7,383,390,0.819327731
1342006,96,7,210,266,476,10,0,0.0,1.0,7,145,290,435,0.913865546
1342006,96,7,210,266,476,10,0,0.0,2.0,5,166,239,405,0.850840336
1342006,96,7,210,266,476,10,0,0.0,3.0,4,147,228,375,0.787815126
1342007,96,7,210,266,476,10,0,0.0,0.0,8,120,208,328,0.68907563
1342007,96,7,210,266,476,10,0,0.0,1.0,5,143,138,281,0.590336134
1342007,96,7,210,266,476,10,0,0.0,2.0,6,94,270,364,0.764705882
1342007,96,7,210,266,476,10,0,0.0,3.0,7,205,227,432,0.907563025
1342008,96,7,210,266,476,10,0,0.0,0.0,7,156,312,468,0.983193277
1342008,96,7,210,266,476,10,0,0.0,1.0,7,156,320,476,1.0
1342008,96,7,210,266,476,10,0,0.0,2.0,8,201,188,389,0.817226891
1342008,96,7,210,266,476,10,0,0.0,3.0,7,103,324,427,0.897058824
1342009,96,7,210,266,476,10,0,0.0,0.0,9,83,312,395,0.829831933
1342009,96,7,210,266,476,10,0,0.0,1.0,9,-84,468,384,0.806722689
1342009,96,7,210,266,476,10,0,0.0,2.0,8,101,269,370,0.777310924
1342009,96,7,210,266,476,10,0,0.0,3.0,6,11,363,374,0.785714286
1342010,96,7,210,266,476,10,0,0.0,0.0,7,84,357,441,0.926470588
1342010,96,7,210,266,476,10,0,0.0,1.0,7,166,189,355,0.745798319
1342010,96,7,210,266,476,10,0,0.0,2.0,8,-28,428,400,0.840336134
1342010,96,7,210,266,476,10,0,0.0,3.0,7,153,315,468,0.983193277
1342011,96,7,210,266,476,10,0,0.0,0.0,7,-20,395,375,0.787815126
1342011,96,7,210,266,476,10,0,0.0,1.0,7,245,231,476,1.0
1342011,96,7,210,266,476,10,0,0.0,2.0,5,119,294,413,0.867647059
1342011,96,7,210,266,476,10,0,0.0,3.0,6,245,164,409,0.859243697
1342012,96,7,210,266,476,10,0,0.0,0.0,8,91,301,392,0.823529412
1342012,96,7,210,266,476,10,0,0.0,1.0,6,188,236,424,0.890756303
1342012,96,7,210,266,476,10,0,0.0,2.0,7,108,352,460,0.966386555
1342012,96,7,210,266,476,10,0,0.0,3.0,7,214,254,468,0.983193277
1342013,96,7,210,266,476,10,0,0.0,0.0,7,242,199,441,0.926470588
1342013,96,7,210,266,476,10,0,0.0,1.0,6,92,303,395,0.829831933
1342013,96,7,210,266,476,10,0,0.0,2.0,8,158,294,452,0.949579832
1342013,96,7,210,266,476,10,0,0.0,3.0,8,166,302,468,0.983193277
1342014,96,7,210,266,476,10,0,0.0,0.0,7,68,392,460,0.966386555
1342014,96,7,210,266,476,10,0,0.0,1.0,5,135,245,380,0.798319328
1342014,96,7,210,266,476,10,0,0.0,2.0,8,-43,405,362,0.760504202
1342014,96,7,210,266,476,10,0,0.0,3.0,8,-54,479,425,0.892857143
1342015,96,7,210,266,476,10,0,0.0,0.0,6,179,220,399,0.838235294
1342015,96,7,210,266,476,10,0,0.0,1.0,7,171,240,411,0.863445378
1342015,96,7,210,266,476,10,0,0.0,2.0,8,8,364,372,0.781512605
1342015,96,7,210,266,476,10,0,0.0,3.0,7,193,239,432,0.907563025
1342016,96,7,210,266,476,10,0,0.0,0.0,5,132,159,291,0.611344538
1342016,96,7,210,266,476,10,0,0.0,1.0,7,77,375,452,0.949579832
1342016,96,7,210,266,476,10,0,0.0,2.0,7,103,285,388,0.81512605
1342016,96,7,210,266,476,10,0,0.0,3.0,6,184,281,465,0.976890756
1342017,96,7,210,266,476,10,0,0.0,0.0,8,163,253,416,0.87394958
1342017,96,7,210,266,476,10,0,0.0,1.0,6,182,256,438,0.920168067
1342017,96,7,210,266,476,10,0,0.0,2.0,6,210,255,465,0.976890756
1342017,96,7,210,266,476,10,0,0.0,3.0,6,92,305,397,0.834033613
1342018,96,7,210,266,476,10,0,0.0,0.0,7,-226,648,422,0.886554622
1342018,96,7,210,266,476,10,0,0.0,1.0,6,231,218,449,0.943277311
1342018,96,7,210,266,476,10,0,0.0,2.0,6,17,327,344,0.722689076
1342018,96,7,210,266,476,10,0,0.0,3.0,7,169,283,452,0.949579832
1342019,96,7,210,266,476,10,0,0.0,0.0,7,28,408,436,0.915966387
1342019,96,7,210,266,476,10,0,0.0,1.0,3,91,106,197,0.413865546
1342019,96,7,210,266,476,10,0,0.0,2.0,6,78,287,365,0.766806723
1342019,96,7,210,266,476,10,0,0.0,3.0,6,54,269,323,0.678571429
1342020,96,7,210,266,476,10,0,0.0,0.0,8,112,224,336,0.705882353
1342020,96,7,210,266,476,10,0,0.0,1.0,7,10,401,411,0.863445378
1342020,96,7,210,266,476,10,0,0.0,2.0,8,105,311,416,0.87394958
1342020,96,7,210,266,476,10,0,0.0,3.0,7,182,242,424,0.890756303
1342021,96,7,210,266,476,10,0,0.0,0.0,6,60,327,387,0.81302521
1342021,96,7,210,266,476,10,0,0.0,1.0,7,129,248,377,0.792016807
1342021,96,7,210,266,476,10,0,0.0,2.0,6,138,308,446,0.93697479
1342021,96,7,210,266,476,10,0,0.0,3.0,7,191,277,468,0.983193277
1342022,96,7,210,266,476,10,0,0.0,0.0,5,116,273,389,0.817226891
1342022,96,7,210,266,476,10,0,0.0,1.0,9,105,298,403,0.846638655
1342022,96,7,210,266,476,10,0,0.0,2.0,7,137,323,460,0.966386555
1342022,96,7,210,266,476,10,0,0.0,3.0,7,163,283,446,0.93697479
1342023,96,7,210,266,476,10,0,0.0,0.0,8,93,277,370,0.777310924
1342023,96,7,210,266,476,10,0,0.0,1.0,6,117,272,389,0.817226891
1342023,96,7,210,266,476,10,0,0.0,2.0,7,118,282,400,0.840336134
1342023,96,7,210,266,476,10,0,0.0,3.0,7,92,242,334,0.701680672
1342024,96,7,210,266,476,10,0,0.0,0.0,7,85,329,414,0.869747899
1342024,96,7,210,266,476,10,0,0.0,1.0,8,193,226,419,0.880252101
1342024,96,7,210,266,476,10,0,0.0,2.0,7,175,260,435,0.913865546
1342024,96,7,210,266,476,10,0,0.0,3.0,8,108,292,400,0.840336134
1343001,96,10,155,235,390,10,0,0.0,1.0,11,21,291,312,0.8
1343001,96,10,155,235,390,10,0,0.0,2.0,5,131,-13,118,0.302564103
1343002,96,10,155,235,390,10,0,0.4,2.1,10,147,231,378,0.969230769
1343002,96,10,155,235,390,10,0,0.4,3.1,1,39,17,56,0.143589744
1343003,96,10,155,235,390,10,0,0.0,0.9,8,149,114,263,0.674358974
1343003,96,10,155,235,390,10,0,0.0,1.9,6,-137,287,150,0.384615385
1343004,96,10,155,235,390,10,0,0.0,1.0,11,256,99,355,0.91025641
1343004,96,10,155,235,390,10,0,0.0,2.0,1,53,13,66,0.169230769
1343005,96,10,155,235,390,10,0,0.3,0.7,9,192,141,333,0.853846154
1343005,96,10,155,235,390,10,0,0.3,1.7,3,50,7,57,0.146153846
1345001,96,7,210,266,476,10,0,0.8,7.2,8,98,335,433,0.909663866
1345001,96,7,210,266,476,10,0,0.8,8.2,7,-86,488,402,0.844537815
1345002,96,7,210,266,476,10,0,0.2,7.3,7,233,186,419,0.880252101
1345002,96,7,210,266,476,10,0,0.2,8.3,8,129,274,403,0.846638655
1345003,96,7,210,266,476,10,0,0.4,7.6,5,80,311,391,0.821428571
1345003,96,7,210,266,476,10,0,0.4,8.6,6,66,304,370,0.777310924
1345004,96,7,210,266,476,10,0,0.7,7.3,6,94,263,357,0.75
1345004,96,7,210,266,476,10,0,0.7,8.3,6,105,296,401,0.842436975
1345005,96,7,210,266,476,10,0,0.1,7.9,5,161,206,367,0.771008403
1345005,96,7,210,266,476,10,0,0.1,8.9,4,85,247,332,0.697478992
1345006,96,7,210,266,476,10,0,0.3,7.2,5,146,232,378,0.794117647
