MarketID,eq_price,eq_quantity,optimalconsumersurplus,optimalproducersurplus,optimal_surplus,Number_players,default,mean_experience_robot,mean_experience_nonrobot,Quantity,ConsumerSurplus,ProducerSurplus,surplus,efficiency
1001,103,17,894,665,1559,25,0,0.0,0.0,17,1056,167,1223,0.784477229
2001,66,12,156,288,444,15,0,0.0,0.8666667,15,65,225,290,0.653153153
2002,66,12,156,288,444,15,0,0.0,0.46666667,22,-206,260,54,0.121621622
2003,64,2,38,56,94,2,0,0.0,1.0,2,26,68,94,1.0
3001,112,13,260,416,676,10,1,0.0,0.0,12,354,283,637,0.942307692
3002,112,13,260,416,676,10,1,0.0,0.0,11,94,463,557,0.823964497
3003,112,13,260,416,676,10,1,0.0,0.0,13,304,359,663,0.980769231
3004,112,13,260,416,676,10,1,0.0,0.0,15,191,469,660,0.976331361
3005,112,13,260,416,676,10,1,0.0,0.0,12,429,228,657,0.971893491
4001,109,14,301,560,861,10,0,0.0,0.4,14,506,346,852,0.989547038
4002,109,14,301,560,861,10,0,0.0,0.0,14,193,650,843,0.979094077
4003,109,14,301,560,861,10,0,0.0,0.0,12,119,670,789,0.916376307
4004,109,14,301,560,861,10,0,0.0,0.0,12,222,603,825,0.958188153
4005,109,14,301,560,861,10,0,0.0,0.0,13,-219,1005,786,0.912891986
4006,109,14,301,560,861,10,0,0.0,0.0,15,-15,870,855,0.993031359
5001,120,26,650,650,1300,20,0,0.2,0.8,25,456,790,1246,0.958461538
5001,120,26,650,650,1300,20,0,0.2,1.8,25,347,891,1238,0.952307692
5001,120,26,650,650,1300,20,0,0.2,2.8,27,477,755,1232,0.947692308
6001,65,13,780,390,1170,10,0,0.2,4.3,12,264,856,1120,0.957264957
6001,65,13,780,390,1170,10,0,0.2,5.3,10,303,732,1035,0.884615385
6002,65,13,780,390,1170,10,0,0.3,4.2,11,585,520,1105,0.944444444
6002,65,13,780,390,1170,10,0,0.3,5.2,12,306,664,970,0.829059829
6003,65,13,780,390,1170,10,0,0.4,4.6,12,705,395,1100,0.94017094
6003,65,13,780,390,1170,10,0,0.4,5.6,11,543,367,910,0.777777778
7001,550,6,1545,1545,3090,20,0,0.0,0.0,7,-533,3214,2681,0.86763754
7002,550,6,1545,1545,3090,20,0,0.0,0.0,8,1131,1526,2657,0.85987055
7003,550,6,1545,1545,3090,20,0,0.0,0.4,7,2586,-136,2450,0.792880259
7004,550,6,1545,1545,3090,20,0,0.0,0.0,7,867,1814,2681,0.86763754
7005,550,6,1545,1545,3090,20,0,0.0,0.0,8,822,1604,2426,0.785113269
7006,550,6,1545,1545,3090,20,0,0.0,0.15,7,1174,1507,2681,0.86763754
7007,550,6,1545,1545,3090,20,0,0.0,0.0,7,1085,1904,2989,0.967313916
7008,550,6,1545,1545,3090,20,0,0.0,0.0,7,304,1299,1603,0.518770227
7009,550,6,1545,1545,3090,20,0,0.0,0.15,5,1637,861,2498,0.808414239
7010,550,6,1545,1545,3090,20,0,0.0,0.2,8,589,1683,2272,0.735275081
7011,550,6,1545,1545,3090,16,0,0.0,0.25,5,491,1622,2113,0.68381877
9001,65,13,780,390,1170,10,0,0.5,3.1,6,299,361,660,0.564102564
9001,65,13,780,390,1170,10,0,0.5,4.1,6,363,372,735,0.628205128
9002,65,13,780,390,1170,10,0,0.2,3.4,14,284,851,1135,0.97008547
9002,65,13,780,390,1170,10,0,0.2,4.4,12,317,833,1150,0.982905983
9003,65,13,780,390,1170,10,0,0.0,4.0,9,142,763,905,0.773504274
9003,65,13,780,390,1170,10,0,0.0,5.0,8,336,584,920,0.786324786
10001,126,4,50,254,304,10,0,0.0,4.5,8,17,-703,-686,-2.256578947
10002,126,4,50,254,304,10,0,0.0,4.5,9,-529,252,-277,-0.911184211
10003,126,4,50,254,304,10,0,0.0,4.1,10,-143,-326,-469,-1.542763158
10004,126,4,50,254,304,10,0,0.0,5.2,5,41,36,77,0.253289474
10005,126,4,50,254,304,10,0,0.0,5.0,6,-264,379,115,0.378289474
10006,126,4,50,254,304,10,0,0.0,4.7,7,-379,486,107,0.351973684
12001,123,14,196,378,574,12,0,0.0,0.0,14,228,312,540,0.940766551
12002,123,14,196,378,574,12,0,0.0,1.0833334,13,261,261,522,0.909407666
14001,78,13,312,156,468,10,0,0.3,3.7,12,268,182,450,0.961538462
14001,78,13,312,156,468,10,0,0.3,4.7,12,229,193,422,0.901709402
14002,78,13,312,156,468,10,0,0.6,3.4,11,290,158,448,0.957264957
14002,78,13,312,156,468,10,0,0.6,4.4,12,316,128,444,0.948717949
14003,78,13,312,156,468,10,0,0.3,3.7,13,145,277,422,0.901709402
14003,78,13,312,156,468,10,0,0.3,4.7,14,143,299,442,0.944444444
15001,175,3,225,225,450,10,0,0.0,1.6,1,36,64,100,0.222222222
15002,175,3,225,225,450,10,0,0.0,1.6,3,191,59,250,0.555555556
15003,175,3,225,225,450,10,0,0.0,1.6,3,26,274,300,0.666666667
15004,175,3,225,225,450,6,0,0.0,1.3333334,2,262,138,400,0.888888889
16001,117,9,153,261,414,10,0,0.0,0.0,11,129,174,303,0.731884058
16002,117,9,153,261,414,10,0,0.0,0.1,9,-162,468,306,0.739130435
16003,117,9,153,261,414,10,0,0.0,0.0,12,-20,321,301,0.72705314
16004,117,9,153,261,414,10,0,0.0,0.1,8,-265,556,291,0.702898551
16005,117,9,153,261,414,10,0,0.0,0.0,11,171,183,354,0.855072464
16006,117,9,153,261,414,10,0,0.0,0.1,9,-8,313,305,0.736714976
16007,117,9,153,261,414,10,0,0.0,0.0,12,259,11,270,0.652173913
16008,115,6,126,183,309,6,0,0.0,0.0,5,22,204,226,0.731391586
18001,112,13,260,416,676,10,1,0.0,0.0,11,354,281,635,0.939349112
18001,112,13,260,416,676,10,1,0.0,1.0,12,325,320,645,0.954142012
18002,112,13,260,416,676,10,1,0.0,0.0,12,403,224,627,0.927514793
18002,112,13,260,416,676,10,1,0.0,1.0,12,412,248,660,0.976331361
18003,112,13,260,416,676,10,1,0.0,0.0,8,164,310,474,0.701183432
18003,112,13,260,416,676,10,1,0.0,1.0,12,384,202,586,0.866863905
21001,112,13,260,416,676,10,1,0.0,0.0,10,122,438,560,0.828402367
21001,112,13,260,416,676,10,1,0.0,1.0,15,317,343,660,0.976331361
21001,112,13,260,416,676,10,1,0.0,2.0,12,174,438,612,0.905325444
21002,112,13,260,416,676,10,1,0.0,0.0,12,-409,1042,633,0.936390533
21002,112,13,260,416,676,10,1,0.0,1.0,13,67,593,660,0.976331361
21002,112,13,260,416,676,10,1,0.0,2.0,13,84,563,647,0.957100592
22001,112,13,260,416,676,10,1,0.2,2.8,15,409,251,660,0.976331361
22002,112,13,260,416,676,10,1,0.0,2.7,12,615,-45,570,0.843195266
22003,112,13,260,416,676,10,1,0.0,3.0,14,114,555,669,0.98964497
22004,112,13,260,416,676,10,1,0.2,2.8,12,96,537,633,0.936390533
23001,110,21,420,630,1050,16,0,0.0,0.0,24,39,981,1020,0.971428571
24001,116,17,306,578,884,12,0,0.0,0.0,15,288,564,852,0.963800905
25001,100,44,1254,1254,2508,23,0,0.0,0.0,36,1183,939,2122,0.846092504
28001,112,13,260,416,676,10,1,0.0,0.0,8,-34,485,451,0.667159763
28002,112,13,260,416,676,10,1,0.0,0.0,8,611,-128,483,0.714497041
28003,112,13,260,416,676,10,1,0.0,0.0,10,249,272,521,0.770710059
29001,112,13,260,416,676,10,1,0.0,0.0,13,288,375,663,0.980769231
29002,112,13,260,416,676,10,1,0.0,0.0,9,167,357,524,0.775147929
29003,112,13,260,416,676,10,1,0.0,0.0,11,276,366,642,0.949704142
29004,112,13,260,416,676,10,1,0.0,0.0,11,216,419,635,0.939349112
29005,112,13,260,416,676,10,1,0.0,0.0,10,211,375,586,0.866863905
30001,96,7,198,169,367,15,0,0.0,0.0,7,483,-123,360,0.980926431
31001,520,54,13041,13041,26082,20,0,0.0,0.7,65,13698,5214,18912,0.725097769
31002,520,18,4428,4428,8856,6,0,0.0,3.0,18,5723,2818,8541,0.964430894
32001,96,10,155,235,390,10,0,0.0,0.0,11,107,252,359,0.920512821
32001,96,10,155,235,390,10,0,0.0,1.0,9,163,95,258,0.661538462
32002,96,10,155,235,390,10,0,0.0,0.0,8,180,145,325,0.833333333
32002,96,10,155,235,390,10,0,0.0,1.0,9,221,123,344,0.882051282
32003,96,10,155,235,390,10,0,0.0,0.0,5,147,71,218,0.558974359
32003,96,10,155,235,390,10,0,0.0,1.0,6,138,111,249,0.638461538
32004,96,10,155,235,390,10,0,0.0,0.0,10,147,219,366,0.938461538
32004,96,10,155,235,390,10,0,0.0,1.0,7,162,149,311,0.797435897
33001,406,2,708,359,1067,7,0,0.0,0.0,2,519,336,855,0.80131209
33001,406,2,708,359,1067,7,0,7.571429,6.857143,3,516,405,921,0.86316776
33001,406,2,708,359,1067,7,0,7.571429,7.857143,3,583,285,868,0.813495783
33001,406,2,708,359,1067,7,0,7.571429,8.857142,3,847,74,921,0.86316776
33001,406,2,708,359,1067,7,0,7.571429,9.857142,2,868,199,1067,1.0
35001,112,13,260,416,676,10,1,0.4,1.2,9,-269,752,483,0.714497041
35001,112,13,260,416,676,10,1,0.4,2.2,4,-78,358,280,0.414201183
39001,105,12,276,330,606,9,0,0.0,2.7777777,8,424,84,508,0.838283828
39002,105,12,276,330,606,9,0,0.0,2.2222223,5,244,129,373,0.615511551
40001,106,14,343,420,763,15,0,0.0,0.0,14,362,385,747,0.979030144
40001,106,14,343,420,763,15,0,0.0,1.0,14,6,749,755,0.989515072
41001,96,10,155,235,390,10,0,0.0,0.0,11,247,105,352,0.902564103
41001,96,10,155,235,390,10,0,0.0,1.0,9,205,117,322,0.825641026
41002,96,10,155,235,390,10,0,0.0,0.0,9,66,262,328,0.841025641
41002,96,10,155,235,390,10,0,0.0,1.0,12,-4,268,264,0.676923077
41003,96,10,155,235,390,10,0,0.0,0.0,9,68,250,318,0.815384615
41003,96,10,155,235,390,10,0,0.0,1.0,10,71,283,354,0.907692308
41004,96,10,155,235,390,10,0,0.0,0.0,9,-50,408,358,0.917948718
41004,96,10,155,235,390,10,0,0.0,1.0,9,128,259,387,0.992307692
41005,96,10,155,235,390,10,0,0.0,0.0,11,31,286,317,0.812820513
41005,96,10,155,235,390,10,0,0.0,1.0,8,93,184,277,0.71025641
42001,112,13,260,416,676,10,1,0.0,0.0,13,380,285,665,0.983727811
42002,112,13,260,416,676,10,1,0.0,0.0,10,298,245,543,0.803254438
42003,112,13,260,416,676,10,1,0.0,0.0,14,391,262,653,0.965976331
42004,112,13,260,416,676,10,1,0.0,0.0,13,260,371,631,0.933431953
43001,115,6,150,210,360,13,0,0.0,0.0,3,9,157,166,0.461111111
43001,115,6,150,210,360,13,0,0.0,1.0,5,202,76,278,0.772222222
43001,115,6,150,210,360,13,0,0.0,2.0,6,-36,380,344,0.955555556
43001,115,6,150,210,360,13,0,0.0,3.0,5,142,156,298,0.827777778
46001,112,19,380,614,994,14,0,0.0,2.9285715,6,288,116,404,0.406438632
47001,101,44,1195,1138,2333,31,0,2.6451614,4.483871,34,820,1265,2085,0.8936991
48001,112,13,260,416,676,10,1,0.6,3.4,13,159,491,650,0.961538462
48002,112,13,260,416,676,10,1,0.5,3.5,12,120,529,649,0.960059172
48003,112,13,260,416,676,10,1,0.3,3.7,15,285,375,660,0.976331361
48004,112,13,260,416,676,10,1,0.6,3.4,11,11,632,643,0.951183432
48005,112,13,260,416,676,10,1,0.6,3.0,12,249,403,652,0.964497041
49001,57,6,63,102,165,10,0,0.0,0.0,9,23,25,48,0.290909091
49002,57,6,63,102,165,10,0,0.0,0.0,5,145,15,160,0.96969697
49003,57,5,57,94,151,8,0,0.0,0.0,4,35,93,128,0.847682119
50001,113,27,648,999,1647,18,0,2.2777777,0.5555556,20,491,904,1395,0.846994536
50001,113,27,648,999,1647,18,0,2.2777777,1.5555556,23,374,1143,1517,0.92106861
51001,112,13,260,416,676,10,1,0.0,0.0,12,72,516,588,0.869822485
51002,112,13,260,416,676,10,1,0.0,0.0,14,307,365,672,0.99408284
51004,112,13,260,416,676,10,1,0.0,0.0,10,116,434,550,0.813609467
53001,105,23,529,529,1058,20,0,0.0,0.0,29,175,791,966,0.913043478
53002,105,23,529,529,1058,20,0,0.0,0.0,24,163,655,818,0.7731569
53003,105,23,529,529,1058,20,0,0.0,0.0,27,395,595,990,0.935727788
53004,105,23,529,529,1058,20,0,0.0,0.0,28,-492,1478,986,0.93194707
53005,105,23,529,529,1058,20,0,0.0,0.0,30,131,829,960,0.907372401
53005,105,23,529,529,1058,20,0,0.0,1.0,11,300,252,552,0.52173913
53006,105,23,529,529,1058,20,0,0.0,0.0,26,-97,1051,954,0.901701323
53007,105,23,529,529,1058,20,0,0.0,0.0,30,340,620,960,0.907372401
53008,105,23,529,529,1058,20,0,0.0,0.0,30,287,673,960,0.907372401
53008,105,23,529,529,1058,20,0,0.0,1.0,22,192,678,870,0.822306238
53009,105,23,529,529,1058,20,0,0.0,0.0,27,-326,1342,1016,0.960302457
53010,105,23,529,529,1058,20,0,0.0,0.0,28,165,817,982,0.928166352
53011,105,23,529,529,1058,20,0,0.0,0.0,28,672,326,998,0.943289225
53016,105,3,75,75,150,2,0,0.0,0.0,2,108,32,140,0.933333333
54001,262,18,8262,4716,12978,36,0,0.0,0.0,16,935,10878,11813,0.910232701
57001,112,13,260,416,676,10,1,0.0,0.0,11,142,445,587,0.868343195
57002,108,12,270,366,636,9,0,0.0,0.0,11,-224,783,559,0.878930818
60001,520,90,22590,22590,45180,18,0,0.5555556,4.388889,65,21685,15415,37100,0.821159805
63001,112,13,260,416,676,10,1,0.0,0.0,12,-5,671,666,0.985207101
63001,112,13,260,416,676,10,1,0.0,1.0,13,270,380,650,0.961538462
63002,112,13,260,416,676,10,1,0.0,0.0,13,483,185,668,0.98816568
63002,112,13,260,416,676,10,1,0.0,1.0,12,392,268,660,0.976331361
63003,112,13,260,416,676,10,1,0.0,0.0,9,45,399,444,0.656804734
63003,112,13,260,416,676,10,1,0.0,1.0,9,-245,629,384,0.568047337
63004,112,13,260,416,676,10,1,0.0,0.0,13,229,397,626,0.926035503
63004,112,13,260,416,676,10,1,0.0,1.0,10,150,382,532,0.786982249
65001,102,5,140,150,290,12,0,0.0,0.0,4,93,181,274,0.944827586
65001,102,5,140,150,290,12,0,0.0,1.0,6,160,125,285,0.982758621
65001,102,5,140,150,290,12,0,0.0,2.0,4,125,127,252,0.868965517
65001,102,5,140,150,290,12,0,0.0,3.0,5,49,221,270,0.931034483
65001,102,5,140,150,290,12,0,0.0,4.0,6,119,166,285,0.982758621
65001,102,5,140,150,290,12,0,0.0,5.0,6,142,143,285,0.982758621
65001,102,5,140,150,290,12,0,0.0,6.0,6,129,156,285,0.982758621
65001,102,5,140,150,290,12,0,0.0,7.0,5,114,176,290,1.0
65001,102,5,140,150,290,12,0,0.0,8.0,4,131,110,241,0.831034483
67001,112,9,180,288,468,6,0,0.0,2.0,8,243,216,459,0.980769231
69001,112,13,260,416,676,10,1,0.0,0.0,3,281,-30,251,0.371301775
69002,112,13,260,416,676,10,1,0.0,0.0,6,140,295,435,0.643491124
71001,110,9,162,270,432,6,0,0.0,0.0,9,117,315,432,1.0
72001,112,13,260,416,676,10,1,0.0,0.0,7,30,422,452,0.668639053
72002,112,13,260,416,676,10,1,0.0,0.0,13,571,93,664,0.982248521
72003,112,13,260,416,676,10,1,0.0,0.0,10,249,331,580,0.857988166
73001,130,128,7801,7801,15602,48,0,0.0,0.8958333,125,7939,5165,13104,0.839892321
74001,110,21,420,630,1050,15,0,0.0,0.0,19,83,907,990,0.942857143
74001,110,21,420,630,1050,15,0,0.0,1.0,19,194,817,1011,0.962857143
74002,110,21,420,630,1050,15,0,0.0,0.0,20,449,556,1005,0.957142857
74002,110,21,420,630,1050,15,0,0.0,1.0,21,295,740,1035,0.985714286
74003,110,21,420,630,1050,15,0,0.0,0.0,19,590,423,1013,0.964761905
74003,110,21,420,630,1050,15,0,0.0,1.0,20,158,869,1027,0.978095238
74004,110,21,420,630,1050,15,0,0.0,0.0,16,453,390,843,0.802857143
74004,110,21,420,630,1050,15,0,0.0,1.0,15,708,177,885,0.842857143
74005,110,21,420,630,1050,15,0,0.0,0.0,19,-45,1009,964,0.918095238
74005,110,21,420,630,1050,15,0,0.0,1.0,18,672,285,957,0.911428571
74006,110,21,420,630,1050,15,0,0.0,0.0,21,252,747,999,0.951428571
74006,110,21,420,630,1050,15,0,0.0,1.0,18,234,715,949,0.903809524
74007,110,21,420,630,1050,15,0,0.0,0.0,20,194,823,1017,0.968571429
74007,110,21,420,630,1050,15,0,0.0,1.0,19,626,342,968,0.921904762
74008,110,21,420,630,1050,15,0,0.0,0.0,18,474,499,973,0.926666667
74008,110,21,420,630,1050,15,0,0.0,1.0,19,378,627,1005,0.957142857
74009,110,21,420,630,1050,15,0,0.0,0.0,18,99,814,913,0.86952381
74009,110,21,420,630,1050,15,0,0.0,1.0,17,120,773,893,0.85047619
74010,110,21,420,630,1050,15,0,0.0,0.0,14,813,0,813,0.774285714
74010,110,21,420,630,1050,15,0,0.0,1.0,15,-233,1027,794,0.756190476
74011,110,21,420,630,1050,15,0,0.0,0.0,13,291,502,793,0.755238095
74011,110,21,420,630,1050,15,0,0.0,1.0,18,594,376,970,0.923809524
74012,110,21,420,630,1050,15,0,0.0,0.0,12,441,359,800,0.761904762
74012,110,21,420,630,1050,15,0,0.0,1.0,12,-51,794,743,0.707619048
74013,110,21,420,630,1050,15,0,0.0,0.0,14,305,482,787,0.74952381
74013,110,21,420,630,1050,15,0,0.0,1.0,16,292,594,886,0.843809524
75001,100,27,837,837,1674,18,0,0.0,0.0,22,1030,427,1457,0.87037037
76001,112,13,260,416,676,10,1,0.0,0.0,13,198,442,640,0.946745562
76002,112,13,260,416,676,10,1,0.0,0.0,12,540,123,663,0.980769231
76003,112,13,260,416,676,10,1,0.0,0.0,12,256,366,622,0.920118343
77001,112,13,260,416,676,10,1,0.0,0.0,14,216,456,672,0.99408284
78001,112,13,260,416,676,10,1,0.0,0.0,10,256,285,541,0.800295858
80001,112,13,260,416,676,10,1,0.0,0.0,13,-21,661,640,0.946745562
81001,110,13,234,390,624,10,0,0.0,0.0,11,-222,779,557,0.892628205
81002,110,13,234,390,624,10,0,0.0,0.0,13,511,101,612,0.980769231
81003,110,13,234,390,624,10,0,0.0,0.0,11,76,441,517,0.828525641
81004,110,13,234,390,624,10,0,0.0,0.0,11,96,437,533,0.854166667
81005,110,13,234,390,624,10,0,0.0,0.0,10,167,359,526,0.842948718
83001,112,13,260,416,676,10,1,0.0,0.0,13,175,467,642,0.949704142
83002,112,13,260,416,676,10,1,0.0,0.5,13,207,443,650,0.961538462
83003,112,13,260,416,676,10,1,0.0,0.0,8,-9,520,511,0.75591716
83004,112,13,260,416,676,10,1,0.0,0.0,13,379,267,646,0.955621302
85001,124,8,124,312,436,10,0,0.8,2.6,8,71,216,287,0.658256881
85001,124,8,124,312,436,10,0,0.8,3.6,9,61,293,354,0.811926606
85002,124,8,124,312,436,10,0,0.9,2.1,9,32,340,372,0.853211009
85002,124,8,124,312,436,10,0,0.9,3.1,8,-14,420,406,0.931192661
86001,100,51,1275,1275,2550,35,0,0.0,0.0,48,735,1710,2445,0.958823529
86002,101,45,1125,1170,2295,30,0,0.0,0.033333335,35,843,1081,1924,0.838344227
87001,99,50,1302,1225,2527,55,0,0.0,0.0,54,755,1451,2206,0.872971903
87001,99,50,1302,1225,2527,55,0,0.0,1.0,60,1105,1145,2250,0.890383854
87001,99,50,1302,1225,2527,55,0,0.0,2.0,55,995,1267,2262,0.895132568
87001,99,50,1302,1225,2527,55,0,0.0,3.0,54,1148,1251,2399,0.949347052
87001,99,50,1302,1225,2527,55,0,0.0,4.0,53,1334,1093,2427,0.960427384
88001,112,13,260,416,676,10,1,0.0,0.0,13,216,424,640,0.946745562
88001,112,13,260,416,676,10,1,0.0,1.0,12,330,246,576,0.852071006
88002,112,13,260,416,676,10,1,0.0,0.0,12,126,493,619,0.915680473
88002,112,13,260,416,676,10,1,0.0,1.0,12,-211,838,627,0.927514793
93001,110,13,390,390,780,10,0,0.0,0.0,13,544,196,740,0.948717949
93002,110,13,390,390,780,10,0,0.0,0.0,12,538,212,750,0.961538462
93003,110,13,390,390,780,10,0,0.0,0.0,11,398,247,645,0.826923077
93004,110,13,390,390,780,10,0,0.0,0.0,10,239,416,655,0.83974359
93005,110,13,390,390,780,10,0,0.0,0.0,9,274,396,670,0.858974359
93006,110,13,390,390,780,10,0,0.0,0.0,13,509,246,755,0.967948718
93007,110,13,390,390,780,10,0,0.0,0.0,8,321,164,485,0.621794872
93008,110,13,390,390,780,10,0,0.0,0.0,10,363,287,650,0.833333333
93009,110,13,390,390,780,10,0,0.0,0.0,9,366,259,625,0.801282051
93010,110,13,390,390,780,10,0,0.0,0.0,13,743,17,760,0.974358974
93011,110,13,390,390,780,10,0,0.0,0.0,9,399,206,605,0.775641026
93012,110,13,390,390,780,10,0,0.0,0.0,12,329,411,740,0.948717949
93013,110,13,390,390,780,10,0,0.0,0.0,12,336,339,675,0.865384615
93014,110,13,390,390,780,10,0,0.0,0.0,14,53,712,765,0.980769231
93015,110,13,390,390,780,10,0,0.0,0.0,9,412,268,680,0.871794872
93016,110,13,390,390,780,10,0,0.0,0.0,12,-47,777,730,0.935897436
93017,110,13,390,390,780,10,0,0.0,0.0,12,224,531,755,0.967948718
93018,110,13,390,390,780,10,0,0.0,0.0,11,237,453,690,0.884615385
93019,110,13,390,390,780,10,0,0.0,0.0,11,-4,734,730,0.935897436
93020,110,13,390,390,780,10,0,0.0,0.0,10,309,341,650,0.833333333
93021,110,13,390,390,780,10,0,0.0,0.0,11,341,389,730,0.935897436
93022,110,13,390,390,780,10,0,0.0,0.0,11,367,328,695,0.891025641
93023,110,13,390,390,780,10,0,0.0,0.0,13,494,256,750,0.961538462
93024,110,13,390,390,780,10,0,0.0,0.0,12,476,289,765,0.980769231
93025,110,13,390,390,780,10,0,0.0,0.0,9,495,150,645,0.826923077
93026,110,6,195,195,390,4,0,0.0,0.0,3,167,73,240,0.615384615
96001,112,13,260,416,676,10,1,0.0,0.0,14,360,312,672,0.99408284
96002,112,13,260,416,676,10,1,0.0,0.0,14,-35,702,667,0.986686391
96003,112,13,260,416,676,10,1,0.0,0.0,15,198,462,660,0.976331361
96004,112,13,260,416,676,10,1,0.0,0.0,14,163,503,666,0.985207101
96005,112,13,260,416,676,10,1,0.0,0.0,15,255,405,660,0.976331361
97001,65,13,780,390,1170,10,0,1.3,3.7,12,268,832,1100,0.94017094
97001,65,13,780,390,1170,10,0,1.3,4.7,13,449,691,1140,0.974358974
97002,65,13,780,390,1170,10,0,0.6,4.4,14,336,799,1135,0.97008547
97002,65,13,780,390,1170,10,0,0.6,5.4,10,120,825,945,0.807692308
98001,108,195,4020,5766,9786,153,0,0.0,0.0,170,1552,6373,7925,0.80983037
99001,112,13,260,416,676,10,1,0.0,0.0,9,-173,624,451,0.667159763
99001,112,13,260,416,676,10,1,0.0,1.0,13,118,489,607,0.897928994
99001,112,13,260,416,676,10,1,0.0,2.0,10,306,253,559,0.826923077
99002,112,13,260,416,676,10,1,0.0,0.0,10,28,564,592,0.875739645
99002,112,13,260,416,676,10,1,0.0,1.0,10,330,253,583,0.862426036
99002,112,13,260,416,676,10,1,0.0,2.0,12,195,370,565,0.835798817
99003,112,13,260,416,676,10,1,0.0,0.0,12,417,207,624,0.923076923
99003,112,13,260,416,676,10,1,0.0,1.0,12,502,142,644,0.952662722
99003,112,13,260,416,676,10,1,0.0,2.0,12,567,34,601,0.889053254
99005,112,13,260,416,676,10,1,0.0,0.0,12,127,480,607,0.897928994
99005,112,13,260,416,676,10,1,0.0,1.0,12,-66,724,658,0.973372781
99005,112,13,260,416,676,10,1,0.0,2.0,10,48,482,530,0.784023669
99006,112,13,260,416,676,10,1,0.0,0.0,13,238,376,614,0.908284024
99006,112,13,260,416,676,10,1,0.0,1.0,14,427,245,672,0.99408284
99006,112,13,260,416,676,10,1,0.0,2.0,14,317,335,652,0.964497041
99008,112,13,260,416,676,10,1,0.0,0.0,10,148,456,604,0.893491124
99008,112,13,260,416,676,10,1,0.0,1.0,12,323,295,618,0.914201183
99008,112,13,260,416,676,10,1,0.0,2.0,8,318,180,498,0.736686391
99009,112,13,260,416,676,10,1,0.0,0.0,11,-160,772,612,0.905325444
99009,112,13,260,416,676,10,1,0.0,1.0,14,98,564,662,0.979289941
99009,112,13,260,416,676,10,1,0.0,2.0,12,357,132,489,0.723372781
99012,97,3,114,111,225,3,0,0.0,0.0,3,-495,675,180,0.8
101007,124,15,375,585,960,10,0,0.0,0.0,13,397,515,912,0.95
102001,112,13,260,416,676,10,1,0.0,0.0,11,112,548,660,0.976331361
105001,110,21,420,630,1050,15,0,0.6666667,0.0,18,590,381,971,0.924761905
105002,110,21,420,630,1050,15,0,0.46666667,0.0,18,561,440,1001,0.953333333
105003,110,21,420,630,1050,15,0,0.46666667,0.0,18,642,332,974,0.927619048
106001,105,2,65,75,140,6,0,0.0,3.3333333,3,79,41,120,0.857142857
106001,105,2,65,75,140,6,0,0.0,4.3333335,3,115,5,120,0.857142857
106002,105,2,65,75,140,6,0,0.5,3.3333333,2,69,1,70,0.5
106002,105,2,65,75,140,6,0,0.5,4.3333335,3,70,50,120,0.857142857
106002,105,2,65,75,140,6,0,0.5,5.3333335,2,71,69,140,1.0
106003,105,2,65,75,140,6,0,0.0,4.0,3,-7,127,120,0.857142857
106003,105,2,65,75,140,6,0,0.0,5.0,3,28,92,120,0.857142857
106003,105,2,65,75,140,6,0,0.0,6.0,1,40,60,100,0.714285714
106004,105,2,65,75,140,6,0,0.0,4.0,1,20,30,50,0.357142857
106004,105,2,65,75,140,6,0,0.0,5.0,2,50,90,140,1.0
106004,105,2,65,75,140,6,0,0.0,6.0,1,7,68,75,0.535714286
106005,105,2,65,75,140,6,0,0.0,4.0,2,50,90,140,1.0
106005,105,2,65,75,140,6,0,0.0,5.0,1,35,30,65,0.464285714
106005,105,2,65,75,140,6,0,0.0,6.0,2,51,89,140,1.0
106006,105,2,65,75,140,6,0,0.0,3.3333333,2,26,44,70,0.5
106006,105,2,65,75,140,6,0,0.0,4.3333335,2,29,76,105,0.75
106006,105,2,65,75,140,6,0,0.0,5.3333335,3,67,53,120,0.857142857
106007,105,2,65,75,140,6,0,0.5,2.6666667,1,11,29,40,0.285714286
106007,105,2,65,75,140,6,0,0.5,3.6666667,2,58,82,140,1.0
106007,105,2,65,75,140,6,0,0.5,4.6666665,2,77,63,140,1.0
106008,105,2,65,75,140,6,0,0.0,4.0,1,45,20,65,0.464285714
106008,105,2,65,75,140,6,0,0.0,5.0,2,-3,143,140,1.0
106008,105,2,65,75,140,6,0,0.0,6.0,2,12,103,115,0.821428571
106009,105,2,65,75,140,6,0,0.0,2.6666667,1,37,28,65,0.464285714
106009,105,2,65,75,140,6,0,0.0,3.6666667,2,-11,126,115,0.821428571
106009,105,2,65,75,140,6,0,0.0,4.6666665,2,-5,75,70,0.5
108006,114,30,645,1050,1695,20,0,0.0,0.0,17,343,748,1091,0.643657817
108007,114,30,645,1050,1695,20,0,0.0,0.0,18,516,615,1131,0.667256637
108008,114,30,645,1050,1695,20,0,0.0,0.0,22,438,938,1376,0.81179941
108009,114,30,645,1050,1695,20,0,0.0,0.0,23,493,958,1451,0.856047198
108010,114,30,645,1050,1695,20,0,0.0,0.0,19,440,773,1213,0.715634218
108011,114,30,645,1050,1695,20,0,0.0,0.0,20,288,946,1234,0.728023599
108012,114,30,645,1050,1695,20,0,0.0,0.0,17,408,662,1070,0.631268437
108013,114,30,645,1050,1695,20,0,0.0,0.0,19,487,797,1284,0.757522124
